COURSE,COURSE NUMBER,COURSE SECTION,INSTRUCTOR NAME,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
ENVECON,100,1,"LIGON, E          ",3,10,49,7,5,4,3,1,2,0,0,0,2,0,,4,,0
ENVECON,131,1,"KARP, L S         ",2,2,2,1,1,2,0,2,1,0,0,1,0,0,,1,,0
ENVECON,143,1,"WRIGHT, B         ",2,13,10,10,10,3,2,1,0,0,0,0,0,2,,1,,1
ENVECON,145,1,"ANDERSON, M L     ",3,12,13,7,7,4,5,6,3,3,0,0,0,0,,0,,1
ENVECON,152,1,"WYDICK, B         ",1,1,5,3,6,3,3,2,0,1,0,0,1,2,,1,,0
ENVECON,C001,1,"BERCK, P          ",0,15,5,6,4,6,4,11,0,1,0,0,0,1,,1,,1
ENVECON,C102,1,"SUNDING, D L      ",2,4,6,6,14,7,9,9,8,0,1,0,1,0,,0,,0
ENVECON,C115,1,"GETZ, W M         ",0,2,3,0,1,0,1,0,0,0,0,2,1,0,,0,,0
ENVECON,C118,1,"SADOULET, E       ",3,4,4,6,4,3,1,2,4,0,1,0,0,1,,0,,0
ENVECON,C151,1,"DEJANVRY, A       ",2,8,11,8,13,8,4,7,2,0,0,0,2,0,,2,,0
ENVECON,C175,1,"TRAEGER, C P      ",0,4,8,11,5,1,2,1,0,0,0,0,1,1,,0,,0
ENVECON,C181,1,"KAMALA, C         ",1,1,2,3,4,4,7,5,2,2,2,0,1,3,,2,,0
AFRICAM, 004A,1,"NWOKEJI, G        ",1,8,6,9,8,4,5,3,0,1,1,0,2,10,,0,,3
AFRICAM, 005A,1,"CATANESE, B N     ",0,4,9,7,7,12,4,5,6,1,3,2,1,3,,12,,0
AFRICAM, 010A,1,"OMWAMBA, J O      ",0,3,2,4,2,0,0,0,0,0,0,0,0,0,,0,,0
AFRICAM, 011A,1,"OKONGO, E O       ",0,14,2,3,2,1,1,1,0,0,0,0,1,1,,0,,0
AFRICAM, 011A,2,"MCHOMBO, S A      ",3,6,8,2,1,4,0,0,1,2,2,0,0,0,,0,,0
AFRICAM, 015A,1,"OMWAMBA, J O      ",0,1,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
AFRICAM,24,1,"MCHOMBO, S A      ",0,0,0,0,0,0,0,0,0,0,0,0,0,16,,0,,1
AFRICAM, 027AC,1,"VINCENT, F        ",10,48,7,3,6,0,0,4,0,0,0,0,0,17,,0,,0
AFRICAM, 028AC,1,"SMALL, S A        ",3,8,5,23,4,1,2,1,0,0,1,0,1,9,,2,,0
AFRICAM, 039D,1,"STANLEY, C        ",1,0,3,0,4,3,1,0,0,0,0,0,0,4,,0,,1
AFRICAM, 039E,1,"PATTON, J E       ",0,1,3,5,3,1,3,0,1,0,0,0,0,3,,0,,1
AFRICAM,98,3,"CATANESE, B N     ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,,2,,0
AFRICAM,98,4,"HENRY, C P        ",0,0,0,0,0,0,0,0,0,0,0,0,0,12,,1,,4
AFRICAM,100,1,                  ,0,4,8,7,4,1,0,0,1,1,0,0,0,0,,1,,0
AFRICAM,101,1,"FRYE, H T         ",2,1,6,2,1,0,0,2,0,0,0,0,0,0,,2,,6
AFRICAM,111,1,"SMALL, S A        ",4,5,6,10,4,0,0,0,0,0,0,0,0,2,,1,,0
AFRICAM, 112A,1,"HINTZEN, P C      ",1,5,4,6,15,4,3,2,1,0,1,0,3,0,,0,,1
AFRICAM,115,1,"MCHOMBO, S A      ",4,14,2,1,2,0,1,1,0,0,0,0,0,1,,0,,1
AFRICAM,116,1,"TAYLOR, U Y       ",2,3,5,6,1,4,5,0,3,2,1,1,1,6,,3,,1
AFRICAM,119,1,"COHEN, M M        ",0,11,5,10,5,1,0,1,0,0,0,0,0,0,,0,,1
AFRICAM,137,1,"LAGUERRE, M S     ",0,9,5,1,3,2,0,0,0,0,0,0,0,0,,0,,1
AFRICAM, 153C,1,"SCOTT, D          ",4,7,8,2,1,3,1,3,1,0,2,0,0,1,,1,,0
AFRICAM,155,1,"NANDA, A          ",1,1,3,5,3,0,1,0,1,0,0,0,0,1,,1,,1
AFRICAM,159,1,"DE LEON, A        ",1,5,6,0,0,0,0,0,0,0,0,0,0,0,,0,,0
AFRICAM,198,3,"CATANESE, B N     ",0,0,0,0,0,0,0,0,0,0,0,0,0,19,,1,,0
AFRICAM,C133A,1,"SUAD-BAKARI, N    ",0,5,7,4,4,0,0,1,0,0,0,0,0,0,,1,,1
AFRICAM,C134,1,"LAGUERRE, M S     ",0,9,2,8,1,0,0,0,0,0,0,0,0,0,,0,,0
AFRICAM,R001A,1,"HENRY, C P        ",0,15,0,1,1,1,0,0,0,0,0,0,0,0,,0,,1
AFRICAM,R001A,2,"HENRY, C P        ",0,1,2,6,6,0,0,0,1,0,0,0,0,0,,0,,0
AFRICAM,R001B,1,"NANDA, A          ",1,0,4,2,5,2,1,1,0,0,0,0,0,0,,0,,0
ANTHRO, 002AC,1,"SUNSERI, J U      ",10,40,50,84,30,15,11,5,4,0,2,0,1,31,,3,,2
ANTHRO, 003AC,1,"HAYDEN, C P       ",19,179,104,38,52,13,5,10,0,1,3,0,2,31,,9,,1
ANTHRO,84,1,"JOYCE, R          ",3,7,0,0,0,0,0,0,0,0,0,0,0,2,,0,,0
ANTHRO,98,2,"HASTORF, C        ",0,0,0,0,0,0,0,0,0,0,0,0,0,23,,1,,0
ANTHRO,98,6,"COHEN, L          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
ANTHRO,106,1,"ETTING, S F       ",1,33,24,9,14,7,1,2,1,2,2,0,1,7,,5,,0
ANTHRO,107,1,"DEACON, T W       ",2,10,10,9,11,4,2,2,0,0,0,0,1,11,,5,,0
ANTHRO,119,1,"ROY, A            ",0,16,6,2,2,9,3,0,0,0,0,0,0,0,,0,,1
ANTHRO,119,2,"MANTINI-BRIGGS, C ",12,3,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
ANTHRO, 121AC,1,"WILKIE, L A       ",15,35,23,16,44,6,5,7,2,1,3,0,2,40,,1,,4
ANTHRO, 122C,1,"MALDONADO, D J    ",5,22,5,7,2,0,0,2,1,0,1,0,2,1,,3,,0
ANTHRO, 127A,1,"AGARWAL, S C      ",4,12,0,2,1,0,0,0,1,0,0,0,0,0,,0,,0
ANTHRO,134,1,"LIGHTFOOT, K G    ",0,12,6,1,0,0,0,0,0,0,0,0,0,1,,0,,0
ANTHRO, 136A,1,"MALDONADO, D J    ",1,9,2,1,1,0,1,0,0,0,0,0,0,1,,0,,1
ANTHRO,141,1,"LIU, X            ",9,14,9,3,0,0,0,0,1,0,0,0,1,0,,0,,2
ANTHRO,149,1,"PANDOLFO, S       ",9,42,20,7,1,1,0,0,0,0,0,0,1,3,,1,,1
ANTHRO,150,1,"YURCHAK, A        ",5,11,14,7,4,2,0,0,0,0,0,0,0,2,,1,,5
ANTHRO,155,1,"RABINOW, P M      ",7,7,6,10,4,0,1,0,0,0,0,0,0,0,,0,,0
ANTHRO,158,1,"HIRSCHKIND, C K   ",2,22,6,10,5,2,1,1,0,0,0,0,0,2,,2,,1
ANTHRO, 160AC,1,"BRIGGS, C L       ",6,27,32,38,27,14,9,4,3,0,1,0,5,35,,3,,1
ANTHRO, 169B,1,"HOLSTON, J        ",4,12,14,2,0,0,0,0,0,0,0,0,0,0,,0,,0
ANTHRO, 169C,1,"HANKS, W F        ",5,10,1,2,2,1,1,0,0,0,0,0,0,0,,2,,0
ANTHRO,171,1,"HABU, J           ",0,13,17,9,10,0,1,0,0,0,0,0,2,5,,1,,0
ANTHRO, 189A,2,"MAHMOOD, S        ",4,6,8,11,2,0,0,0,0,0,1,0,0,1,,0,,0
ANTHRO,196,2,"BRANDES, S H      ",0,10,0,0,0,2,0,0,0,0,0,0,1,0,,0,,0
ANTHRO,196,3,"ONG, A            ",2,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,,2
ANTHRO,196,4,"ETTING, S F       ",0,4,5,2,3,1,0,1,0,0,0,1,0,0,,0,,0
ANTHRO,196,5,"MOORE, D S        ",0,7,2,2,4,0,0,0,0,0,0,0,1,1,,0,,0
ANTHRO,196,6,"NADER, L          ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
ANTHRO,197,8,"DEACON, T W       ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
ANTHRO,C125A,1,"OWENS, M K        ",1,15,7,2,4,1,1,0,0,0,0,0,1,1,,0,,0
ANTHRO,C147B,1,"COHEN, L          ",2,7,3,2,1,0,1,2,0,0,0,0,0,1,,0,,0
ANTHRO,R005B,1,"GOODWIN, M A      ",0,3,8,2,1,0,0,0,0,0,0,0,0,0,,0,,0
ANTHRO,R005B,2,"GOODWIN, M A      ",0,2,9,2,0,0,0,0,0,0,0,0,1,0,,1,,1
ANTHRO,R005B,3,"ROY, A            ",4,4,2,2,0,1,0,0,0,0,0,0,1,0,,0,,0
ARCH,24,1,"CRYSLER, C G      ",0,16,2,0,1,0,0,0,0,0,0,0,0,2,,1,,0
ARCH, 039C,1,"COMERIO, M C      ",4,4,3,10,4,0,0,1,0,0,0,0,0,3,,0,,0
ARCH,84,1,"RAEL, R L         ",0,0,0,0,0,0,0,0,0,0,0,0,0,3,,2,,0
ARCH, 100A,1,"RAEL, R L         ",1,7,20,17,18,13,9,4,3,1,1,0,0,0,,1,,1
ARCH, 100B,1,"IWAMOTO, L M      ",0,5,9,10,10,12,5,2,2,0,1,0,5,0,,1,,1
ARCH,101,1,"BOURDIER, J P     ",2,3,2,4,0,0,0,0,0,0,0,0,0,0,,0,,0
ARCH,101,2,"CHOW, R Y         ",0,8,2,0,1,0,0,0,0,0,0,0,0,1,,1,,0
ARCH, 110AC,1,"CRANZ, G L        ",0,18,33,24,20,13,8,6,4,0,1,3,0,6,,3,,5
ARCH,129,1,"DHAEMERS, M P     ",0,7,0,0,0,0,0,0,0,0,0,0,0,1,,0,,0
ARCH,144,1,"SALTER, C         ",0,0,0,0,0,0,0,0,0,0,0,0,0,23,,1,,0
ARCH,150,1,"BLACK, R          ",0,18,13,22,21,16,8,6,6,0,1,0,0,6,,0,,1
ARCH, 170A,1,"ALLEN, P          ",0,15,21,31,48,22,9,3,1,0,1,0,1,6,,0,,2
VIS STD, 185X,1,"DUBOVSKY, A O     ",0,14,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1
VIS STD, 186B,1,"BOURDIER, J P     ",1,4,3,0,0,0,0,0,0,0,0,0,0,2,,1,,0
ART,8,1,"MCNAMARA, J S     ",15,58,12,7,0,0,0,0,0,0,0,0,0,1,,0,,0
ART,12,1,"CORTEZ, J         ",0,7,4,1,2,1,0,0,0,0,0,0,0,1,,0,,0
ART,12,2,"NAGASAWA, C K     ",0,13,0,0,0,0,0,0,0,0,0,0,1,2,,0,,0
ART,14,1,"HUSSONG, R M      ",1,8,2,0,1,0,0,0,0,0,0,0,0,0,,0,,0
ART,14,2,"ZHANG, W          ",4,5,4,2,0,0,1,0,0,0,0,0,0,2,,0,,0
ART,16,1,"HUSSONG, R M      ",0,13,4,1,1,0,0,0,0,0,0,0,0,0,,1,,0
ART, 023AC,1,"NIEMEYER, G       ",2,14,10,2,2,0,0,0,0,0,0,0,0,2,,0,,0
ART,98,2,                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,1,,0
ART,102,1,"VORA, S           ",2,2,8,3,2,0,0,0,0,0,0,0,0,0,,0,,0
ART,102,2,"CARNWATH, S       ",4,5,10,4,0,0,0,1,0,0,0,0,0,0,,0,,0
ART,117,1,"NAGASAWA, C K     ",1,20,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
ART,118,1,"SHAW, R B         ",0,19,1,8,1,0,1,2,0,0,0,0,0,0,,1,,0
ART,119,1,"HAMILTON, J       ",0,20,0,0,5,1,0,0,0,0,0,0,0,1,,0,,0
ART,120,1,"HUSSONG, R M      ",1,13,1,1,0,0,0,0,0,0,0,0,0,0,,0,,1
ART,132,1,"SHAW, R B         ",2,16,0,6,0,0,0,0,0,0,0,0,0,1,,0,,0
ART,160,1,"EICHER, A J       ",2,4,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
ART,160,2,"BRAUN, N          ",0,3,3,3,1,2,0,0,0,0,0,0,0,0,,0,,0
ART,164,1,"SERAJ, A          ",8,5,4,2,0,0,0,0,0,0,0,0,0,1,,0,,1
ART,171,1,"VARGAS, C         ",6,3,1,0,0,0,0,0,0,0,0,0,0,1,,0,,0
ART,173,1,"KUBICK, C S       ",0,1,7,5,1,0,0,0,0,0,0,0,0,1,,0,,0
ART,185,1,"REIMAN, B L       ",0,7,5,0,0,0,0,0,0,0,0,0,0,0,,0,,1
ART,198,2,                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,18,,1,,0
ART,C171,1,"MOSES, G J        ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
ASTRON,3,1,"MA, C             ",3,13,3,2,3,2,2,0,0,0,1,0,0,8,,5,,0
ASTRON, 007A,1,"CHIANG, E         ",9,5,4,3,7,8,4,1,2,0,0,0,1,5,,0,,0
ASTRON,10,2,"DAVIS, M          ",5,16,4,4,5,0,6,4,0,0,0,0,0,29,,7,,0
ASTRON,24,1,"BECKWITH, S       ",0,0,0,0,0,0,0,0,0,0,0,0,0,10,,0,,1
ASTRON,122,1,"BOWER, G          ",2,4,3,5,0,4,1,0,0,0,0,0,0,0,,0,,0
ASTRON,160,1,"QUATAERT, E       ",1,1,3,3,5,2,3,2,1,0,0,0,2,0,,1,,0
ASTRON,C010,1,"FILIPPENKO, A V   ",55,112,59,52,70,34,18,13,5,2,3,1,1,158,,21,,0
BIO ENG,10,1,"JOHNSON, T D      ",9,56,33,2,6,6,1,0,0,0,0,0,0,3,,0,,0
BIO ENG,102,1,"MOFRAD, M         ",0,13,9,12,23,14,5,5,5,2,0,0,2,0,,0,,0
BIO ENG,113,1,"CONBOY, I M       ",7,23,20,0,25,12,0,3,0,0,0,0,0,2,,0,,0
BIO ENG,115,1,"LAM, H J          ",1,14,9,4,2,1,0,0,0,0,0,0,0,0,,0,,0
BIO ENG,121,1,"LEE, L P          ",2,24,9,9,0,0,0,0,0,0,0,0,0,0,,0,,0
BIO ENG, 121L,11,"FU, C             ",3,4,3,2,1,0,0,0,0,0,0,0,0,0,,0,,0
BIO ENG, 121L,12,"FU, C             ",1,1,2,0,2,0,0,0,0,0,0,0,0,0,,0,,0
BIO ENG,131,1,"HOLMES, I H       ",0,0,4,4,6,3,7,1,1,1,3,2,2,0,,0,,0
BIO ENG,132,1,"ANDERSON, J C     ",1,4,2,2,1,4,1,1,0,0,0,0,0,1,,0,,0
BIO ENG, 140L,1,"DUEBER, J E       ",1,3,4,4,5,0,1,2,0,0,0,0,0,0,,0,,0
BIO ENG,143,1,"HEAD-GORDON, T    ",0,3,7,1,0,0,0,0,0,0,0,0,2,0,,1,,0
BIO ENG, 168L,1,"FLETCHER, D A     ",2,8,0,0,2,3,0,0,0,0,0,0,0,0,,0,,0
BIO ENG, 190D,1,"ARKIN, A P        ",0,5,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
BIO ENG, 190H,1,"MOFRAD, M         ",1,1,0,1,8,0,0,0,0,0,0,0,0,0,,0,,0
BIO ENG,192,1,"HERR, A E         ",0,21,9,1,0,0,0,0,0,0,0,0,0,0,,0,,0
BIO ENG,198,16,"LIEPMANN, D       ",0,0,0,0,0,0,0,0,0,0,0,0,0,4,,8,,0
BIO ENG,C118,1,"LAM, H J          ",4,6,4,6,6,4,3,0,0,0,0,1,0,1,,0,,0
BIO ENG,C119,1,"KEAVENY, T M      ",0,1,4,4,2,0,0,0,0,0,0,0,0,0,,0,,0
BIO ENG,C145L,1,"DERENZO, S E      ",0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,0
BIO ENG,C165,1,"CONOLLY, S        ",2,3,2,0,1,0,0,0,0,0,0,0,0,1,,0,,0
LEGALST, 039D,1,"POMERANTZ, A J    ",2,7,4,3,0,0,0,0,0,0,0,0,0,4,,0,,0
LEGALST, 100A,1,"PERRY, R W        ",0,14,36,21,7,3,3,2,3,0,0,0,1,2,,1,,0
LEGALST,105,1,"DAN-COHEN, M      ",0,10,17,17,17,8,6,3,2,0,0,1,0,5,,2,,1
LEGALST,138,1,"QUINN, K          ",0,8,8,9,10,12,3,8,5,0,2,0,3,5,,0,,4
LEGALST,146,1,"SCOTCHMER, S      ",0,5,8,6,7,3,7,8,0,4,1,0,2,1,,2,,0
LEGALST,151,1,"DAN-COHEN, M      ",1,15,23,19,8,1,2,1,2,1,1,1,1,4,,1,,1
LEGALST,154,1,"MILLER, A M       ",1,3,7,9,9,0,6,0,1,0,0,0,0,3,,0,,2
LEGALST,155,1,"HOLLINGER, J H    ",2,6,4,6,12,8,9,5,2,0,4,0,0,0,,0,,0
LEGALST,163,1,"ZIMRING, F        ",0,15,13,20,20,11,7,7,7,0,0,0,0,0,,0,,0
LEGALST,170,1,"PERRY, R W        ",1,8,14,18,19,9,7,8,2,3,1,0,3,6,,2,,1
LEGALST,171,1,"MCCLAIN, C J      ",2,5,3,4,5,4,2,2,2,0,2,0,1,1,,1,,0
LEGALST,182,1,"FEELEY, M M       ",0,5,2,6,10,11,3,4,1,1,0,1,1,10,,5,,3
LEGALST,184,1,"EDELMAN, L B      ",2,3,4,4,6,10,2,7,3,0,2,0,2,4,,1,,0
LEGALST,189,1,"ABRAMS, K R       ",0,12,7,3,7,5,3,1,2,0,0,0,1,0,,0,,0
LEGALST,190,1,"DAN-COHEN, M      ",0,3,2,1,0,0,0,0,0,0,0,0,0,0,,0,,2
LEGALST,190,2,"DAN-COHEN, M      ",0,4,3,2,1,0,0,0,0,0,0,0,0,1,,0,,1
LEGALST,190,3,"SHAPIRO, M M      ",0,6,4,0,0,0,0,0,0,0,0,0,0,0,,0,,2
LEGALST,198,2,"SIMON, J S        ",0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2,,0
LEGALST,198,3,"MIAN, A R         ",0,0,0,0,0,0,0,0,0,0,0,0,0,6,,1,,0
LEGALST,H195A,1,"MUSHENO, M        ",0,6,7,2,0,0,0,0,0,0,0,0,0,0,,0,,0
LEGALST,R001B,1,"BRUCE, E S        ",0,0,2,3,4,2,1,0,0,0,0,0,0,0,,0,,4
CHEM, 001A,1,"STACY, A M        ",9,85,49,48,124,35,25,56,15,0,20,0,4,16,,9,,1
CHEM, 001A,2,"ARNOLD, J         ",8,86,60,41,138,31,32,57,3,0,13,0,4,18,,8,,2
CHEM, 001A,3,"MAJDA, M M        ",4,37,23,12,65,17,15,32,5,0,6,0,7,10,,3,,0
CHEM, 001AL,1,"DOUSKEY, M        ",39,241,53,30,62,19,9,7,3,0,2,0,9,6,,6,,0
CHEM, 001AL,2,"DOUSKEY, M        ",32,152,40,43,54,8,10,8,5,0,2,0,8,9,,3,,0
CHEM, 001AL,3,"DOUSKEY, M        ",26,138,38,35,49,11,8,2,3,0,2,0,10,4,,3,,0
CHEM, 003A,1,"PEDERSEN, S F     ",8,47,55,66,83,27,61,39,61,0,7,0,44,9,,11,,0
CHEM, 003AL,1,"PEDERSEN, S F     ",0,115,140,10,10,5,2,2,2,0,0,0,1,3,,1,,2
CHEM, 003AL,2,"PEDERSEN, S F     ",0,96,118,6,5,1,1,1,1,0,0,1,0,0,,0,,2
CHEM, 003B,1,"VOLLHARDT, K P    ",3,41,20,14,26,19,24,19,41,1,6,3,16,1,,4,,2
CHEM, 003B,2,"VOLLHARDT, K P    ",4,47,25,30,24,17,25,34,28,0,4,3,11,3,,5,,2
CHEM, 003BL,1,"LI, C             ",75,107,66,15,15,6,1,0,2,1,1,1,1,0,,3,,0
CHEM, 003BL,2,"LI, C             ",61,75,70,14,4,3,0,1,0,0,1,1,3,2,,2,,0
CHEM, 004A,1,"HEAD-GORDON, M    ",5,35,20,16,57,27,19,31,10,0,10,0,7,6,,2,,0
CHEM,15,1,"BOERING, K A      ",0,20,6,5,5,6,1,0,1,0,0,0,1,1,,0,,1
CHEM,103,1,"CHANG, M C        ",0,7,6,9,9,9,6,12,3,0,5,0,4,0,,0,,1
CHEM, 104A,1,"YANG, P           ",3,13,4,6,19,3,3,6,2,0,3,0,0,0,,0,,0
CHEM,105,1,"WILLIAMS, E       ",1,6,0,2,4,0,2,0,1,0,0,0,0,0,,0,,0
CHEM,108,1,"ANDERSEN, R A     ",1,6,1,2,1,0,0,1,0,0,0,0,0,0,,0,,0
CHEM, 112A,1,"FRANCIS, M B      ",6,50,17,19,36,12,22,32,10,0,4,0,0,0,,1,,2
CHEM,113,1,"FISCHER, F R      ",4,3,3,8,9,2,3,3,2,0,1,0,0,3,,0,,0
CHEM,115,1,"CHANG, M C        ",0,11,0,1,0,0,0,0,0,0,0,0,0,0,,0,,0
CHEM, 120A,1,"CUK, T            ",4,11,20,20,16,10,9,5,6,0,4,0,1,0,,0,,1
CHEM, 120B,1,"GINSBERG, N S     ",2,10,9,5,3,2,7,6,3,0,0,0,0,0,,0,,1
CHEM,122,1,"HARRIS, C B       ",0,0,0,1,0,0,0,1,0,0,1,0,0,0,,0,,0
CHEM,125,1,"SOMORJAI, G A     ",1,3,3,4,4,3,2,2,0,0,1,0,0,0,,0,,0
CHEM,135,1,"HAMMOND, M C      ",4,7,9,15,15,7,10,5,2,3,3,1,4,0,,1,,1
CHEM,143,1,"CERNY, J          ",0,4,0,3,3,2,0,2,0,0,0,0,1,1,,1,,0
CHEM,198,1,"FRANCIS, M B      ",0,0,0,0,0,0,0,0,0,0,0,0,0,25,,1,,0
CHEM,C130,1,"WEMMER, D E       ",2,2,2,2,5,0,0,0,0,0,0,0,0,0,,0,,0
CHEM,C178,1,"SEGALMAN, R A     ",0,0,3,1,3,1,1,0,0,0,0,0,1,1,,0,,0
CHM ENG,140,1,"IGLESIA, E        ",6,29,17,18,16,28,6,10,13,0,10,0,2,1,,3,,0
CHM ENG,142,1,"KATZ, A           ",2,18,15,10,21,10,3,6,5,0,1,0,0,0,,0,,0
CHM ENG, 150B,1,"BELL, A T         ",1,18,7,15,15,11,14,8,2,0,0,0,0,0,,0,,0
CHM ENG,154,1,"BALSARA, N P      ",2,4,8,0,8,4,0,2,0,0,0,0,0,0,,0,,0
CHM ENG,160,1,"UPADHYE, R S      ",3,5,7,17,6,4,4,1,0,0,0,1,0,0,,0,,0
CHM ENG,162,1,"WALLMAN, P        ",1,8,7,9,9,10,0,2,0,0,1,0,0,0,,0,,0
CHM ENG, 170A,1,"ERCEK, D T        ",6,6,4,5,4,9,2,2,1,0,0,0,1,0,,0,,0
CHM ENG,180,1,"SCHOOFS, G        ",0,3,0,1,0,1,0,0,0,0,0,0,0,1,,0,,0
CHM ENG,185,1,"CISTON, S M       ",0,5,5,2,4,0,0,0,0,0,0,0,0,0,,0,,0
CHM ENG,185,2,"CISTON, S M       ",0,0,3,0,0,1,0,0,0,0,0,0,0,0,,0,,0
CHM ENG,C178,1,"SEGALMAN, R A     ",6,7,5,2,8,3,2,2,1,0,0,0,0,0,,0,,0
CIV ENG,60,1,"OSTERTAG, C P     ",0,6,12,6,15,10,6,7,1,2,1,1,2,1,,2,,0
CIV ENG,70,1,"SITAR, N          ",1,12,10,5,7,6,3,0,0,0,0,0,0,0,,0,,0
CIV ENG,93,1,"HANSEN, M         ",1,2,3,3,3,2,2,2,0,0,0,0,0,0,,0,,0
CIV ENG,98,4,"WALKER, J L       ",0,0,0,0,0,0,0,0,0,0,0,0,0,27,,1,,0
CIV ENG,100,1,"VARIANO, E A      ",3,11,17,10,9,3,3,1,1,0,2,0,0,1,,0,,0
CIV ENG,111,1,"NELSON, K L       ",5,30,6,10,11,4,7,10,8,0,0,1,0,0,,1,,0
CIV ENG,115,1,"SEDLAK, D L       ",2,9,4,8,9,0,4,2,2,0,1,0,0,1,,0,,0
CIV ENG,122,1,"ASTANEH-ASL, A    ",1,17,12,2,2,0,0,0,0,0,0,0,1,0,,0,,0
CIV ENG,123,1,"PANAGIOTOU, M A   ",0,8,7,14,6,5,0,1,0,0,1,0,0,0,,0,,0
CIV ENG,124,1,"STEVENSON, M B    ",6,14,10,9,2,2,1,0,0,0,1,1,0,0,,0,,0
CIV ENG,153,1,"RAKAS, J M        ",1,14,2,1,0,0,0,0,0,0,0,0,0,0,,0,,0
CIV ENG,156,1,"WALKER, J L       ",2,10,15,9,3,6,1,1,0,0,1,0,0,0,,1,,0
CIV ENG,166,1,"HORVATH, A        ",2,33,3,5,3,1,0,0,0,0,0,0,0,0,,0,,0
CIV ENG,167,1,"IBBS, C W         ",0,8,9,7,9,10,12,10,3,0,1,0,0,0,,0,,0
CIV ENG,171,1,"GLASER, S D       ",0,3,0,4,2,1,3,0,0,0,0,0,2,0,,0,,0
CIV ENG,173,1,"RUBIN, Y N        ",8,6,2,7,10,11,3,1,0,0,0,0,1,0,,0,,0
CIV ENG,175,1,"BRAY, J D         ",2,7,11,19,10,8,2,0,0,0,0,0,0,0,,0,,1
CIV ENG,177,1,"SHORT, R D        ",0,10,18,2,15,6,1,3,0,0,0,0,1,0,,0,,0
CIV ENG,191,1,"SENGUPTA, R       ",2,4,1,11,9,2,1,0,1,0,0,0,0,0,,0,,0
CIV ENG,192,1,"RECTOR, J W       ",0,65,13,0,6,1,0,0,0,0,0,0,0,1,,0,,0
CIV ENG,193,1,"DER KIUREGHIAN, A ",2,4,6,9,4,1,0,1,0,0,0,0,0,0,,0,,0
CIV ENG,198,3,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0
CIV ENG,C030,1,"JOHNSON, G C      ",1,4,11,8,7,6,5,1,2,1,1,1,0,0,,0,,0
CIV ENG,C030,2,"LI, S             ",2,16,7,8,2,3,0,2,0,0,0,0,2,0,,0,,0
CIV ENG,C106,1,"GOLDSTEIN, A H    ",0,5,4,3,3,1,1,1,0,0,0,0,0,0,,0,,0
CIV ENG,C178,1,"RECTOR, J W       ",1,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
CLASSIC, 010A,1,"MASTRONARDE, D J  ",0,19,15,25,17,4,2,6,1,0,2,1,3,30,,8,,0
CLASSIC, 017A,1,"SHELTON, K S      ",1,7,7,4,4,1,0,3,3,0,0,0,0,9,,0,,1
CLASSIC,35,1,"GRIFFITH, M       ",0,7,10,6,3,2,0,0,0,0,0,0,0,2,,1,,0
CLASSIC, 039I,1,"PENA, J T         ",0,3,1,5,4,0,1,1,0,0,0,0,0,0,,0,,1
CLASSIC,121,1,"BULLOCH, A W      ",5,17,13,11,9,3,1,0,0,0,0,0,2,10,,1,,1
CLASSIC,130,1,"PENA, J T         ",0,6,4,1,4,0,0,0,0,0,0,0,0,1,,0,,1
CLASSIC,130,2,"MURPHY, T M       ",0,18,4,4,0,1,1,0,0,0,0,0,0,1,,0,,1
CLASSIC,130,3,"PIERACCINI, L     ",0,2,2,1,0,2,0,0,0,0,0,0,0,2,,0,,0
CLASSIC,198,2,"MURPHY, T M       ",0,0,0,0,0,0,0,0,0,0,0,0,0,14,,1,,0
GREEK,1,1,"PAPAZARKADAS, N   ",1,0,0,1,0,1,0,0,0,0,0,0,2,1,,1,,0
GREEK,1,2,"WALIN, D C        ",3,3,0,3,1,0,0,0,0,0,0,0,0,1,,0,,1
GREEK,40,1,"BULLOCH, A W      ",0,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,,0
GREEK,100,1,"FERRARI, G R      ",1,7,7,2,1,0,0,1,0,0,0,0,0,0,,0,,0
GREEK,102,1,"SAILOR, D         ",0,4,2,0,1,0,0,0,0,0,0,0,0,0,,0,,0
GREEK,125,1,"HICKEY, T M       ",1,3,1,1,1,0,1,0,0,0,0,0,0,0,,0,,1
